,doch,jedoch,aber,andererseits,allerdings,hingegen
solar,0,0,2,0,0,0
solbes,0,1,0,0,0,0
sold,0,1,2,0,0,0
soldier,0,0,1,0,0,0
soldiers,0,0,3,0,0,0
sole,1,3,0,0,0,0
solely,0,1,3,0,0,0
solemn,0,0,1,0,0,0
solid,1,3,3,0,0,0
solidarity,2,3,21,0,2,0
solution,10,9,40,1,4,0
solution;,0,0,1,0,0,0
solutions,5,7,12,0,0,0
solvable,0,0,0,0,1,0
solve,0,4,6,0,0,0
solved,2,1,8,0,1,0
solves,0,0,1,0,0,0
solving,0,1,2,0,0,0
solvit,0,1,0,0,0,0
somalia,0,0,1,0,0,0
some,64,75,142,3,26,1
somebody,0,0,1,0,1,0
somehow,2,0,1,0,0,0
someone,2,0,6,0,0,0
someone',0,0,1,0,0,0
something,27,18,50,1,12,0
sometimes,7,13,22,0,4,0
somewhat,17,5,16,0,7,0
somewhere,0,0,3,0,0,0
son,0,0,1,0,0,0
song,0,1,0,0,0,0
soon,2,8,9,0,4,0
sooner,2,0,4,0,0,0
sophisticated,0,0,2,0,0,0
sorry,3,7,32,0,3,0
sort,2,1,8,0,0,0
sorted,1,0,1,0,0,0
sorting,0,1,0,0,0,0
sorts,0,0,3,0,0,0
sought,0,1,0,0,1,0
soul,1,0,0,0,0,0
sound,3,3,15,0,1,0
sounded,0,1,0,0,0,0
sounds,2,0,3,0,0,0
sour,1,0,0,0,1,0
source,1,2,3,1,0,0
sources,3,4,5,1,0,0
south,2,3,4,4,3,0
south-east,0,0,1,0,0,0
south-west,0,0,0,0,1,0
southern,1,2,2,1,0,0
sovereign,1,0,2,0,0,0
sovereignty,2,2,7,2,0,0
soviet,0,2,3,0,1,0
sowed,0,0,0,0,0,1
space,0,1,4,3,0,0
spade,2,0,0,0,0,0
spain,2,0,6,0,0,1
spain's,0,0,1,0,0,0
spaniards,0,0,1,0,0,0
spanish,1,1,9,0,1,0
spanner,0,0,1,0,0,0
spare,1,1,1,0,0,0
sparse,0,1,0,0,0,0
sparsely,0,1,0,0,0,0
spartans,0,0,1,0,0,0
spatial,0,0,1,0,0,0
speak,8,4,33,0,0,0
speaker,1,1,2,0,0,0
speaker's,0,0,1,0,0,0
speakers,3,3,10,0,0,0
speaking,7,4,13,0,1,0
speaks,2,2,0,0,0,0
spec,0,0,1,0,0,0
special,4,4,10,0,2,0
specialised,1,0,1,0,0,0
specialist,1,0,1,0,0,0
specialists,0,0,1,0,0,0
specially,0,1,1,0,0,0
species,0,3,1,0,0,0
specific,3,8,25,3,4,0
specifically,1,7,6,0,0,2
specification,0,0,2,0,0,0
specifications,1,1,0,0,0,0
specificities,0,0,0,0,1,0
specifies,0,1,1,0,0,0
specify,0,3,2,0,0,0
spectacular,0,1,2,0,0,0
spectrum,0,0,1,0,0,0
speculation,1,0,2,0,0,0
speculative,1,0,0,0,0,0
speech,2,0,10,0,2,0
speeches,0,0,4,0,0,0
speechless,0,0,0,0,1,0
speed,0,1,2,0,0,0
speeded,1,0,0,0,0,0
speeding,1,0,1,0,0,0
speedy,0,0,2,0,0,0
spell,2,0,2,0,0,0
spend,1,1,3,0,0,0
spending,3,2,3,0,0,0
spending',0,0,1,0,0,0
spent,1,1,1,0,1,0
sphere,2,0,6,1,1,0
spheres,0,0,1,0,0,0
spill,0,1,0,0,0,0
spills,0,0,1,0,0,0
spine,0,0,1,0,0,0
spineless,0,1,0,0,0,0
spiny,0,0,1,0,0,0
spirit,2,5,4,0,0,0
spite,2,3,4,0,0,0
splendid,0,0,1,0,0,0
split,0,0,4,0,0,0
splitting,1,0,0,0,0,0
spoke,2,3,2,0,0,1
spoken,1,0,8,0,0,0
sponsor,0,1,0,0,0,0
sponsorship,0,0,1,0,0,0
spontaneous,0,0,0,0,1,0
sport,1,1,3,1,2,0
sporting,2,1,1,0,0,0
sports,0,1,0,1,0,0
sportsmen,0,0,1,0,0,0
sportspeople,0,0,1,0,0,0
spot,2,0,1,0,0,0
spotlight,0,1,0,0,0,0
spots,0,0,1,0,0,0
spout,0,1,0,0,0,0
spread,1,1,1,0,0,0
spreading,2,0,1,0,0,0
spring,2,0,1,0,0,0
springs,0,0,0,0,1,0
sprint,0,0,1,0,0,0
spurred,0,0,0,1,0,0
spy,0,0,0,0,1,0
squabbling,0,1,1,0,0,0
square,0,0,0,0,1,0
squared,0,0,1,0,0,0
squarely,0,0,1,0,0,0
squeezed,0,1,0,0,0,0
sri,0,0,1,0,0,0
srpska,1,0,0,0,0,0
stabilisation,0,0,0,1,0,0
stabilise,1,0,0,0,0,0
stabilising,0,0,1,0,0,0
stability,4,4,17,3,3,0
stable,2,3,1,2,0,0
staes,1,0,1,0,0,0
staff,2,3,10,0,0,0
staffing,0,1,1,0,0,0
stage,9,6,15,0,0,0
stage;,0,1,0,1,0,0
staged,0,1,0,0,0,0
stages,0,1,1,0,0,0
stagger,0,0,1,0,0,0
staging,0,0,2,0,0,0
stake,1,2,6,0,0,0
stakeholder,0,0,1,0,0,0
stakeholders,1,0,1,0,0,0
stalinist,0,0,1,0,0,0
stalled,0,0,0,0,1,0
stalling,0,1,0,0,0,0
stamp,0,1,0,0,0,0
stamping,1,0,0,0,0,0
stance,0,0,4,0,1,0
stand,3,15,9,1,2,0
stand-by,0,0,1,0,0,0
stand;,1,0,0,0,0,0
standard,1,3,2,0,0,2
standardization,0,1,0,0,0,0
standardized,0,0,1,0,0,0
standards,6,7,15,1,3,2
standing,0,1,2,0,0,1
standpoint,0,1,0,0,1,0
standpoints,0,0,1,0,0,0
stands,0,1,7,0,0,0
standstill,0,0,1,0,0,0
stark,0,1,1,0,0,0
start,5,11,19,1,1,0
start-up,0,0,1,0,0,0
started,0,2,8,0,1,0
starting,2,2,1,0,0,0
starts,0,1,2,0,0,0
state,18,26,42,2,2,3
state's,0,0,1,0,0,0
stated,1,6,6,0,1,0
statement,6,7,10,0,3,0
statements,2,4,6,0,1,0
states,61,86,156,20,19,4
states',0,5,4,0,0,0
states;,1,0,1,0,1,0
statesmanship,0,1,0,0,0,0
statesmen,1,0,0,0,0,0
states’,0,1,2,0,0,0
state’s,0,1,1,0,0,0
static,0,0,1,0,0,0
stating,1,0,1,0,0,0
station,0,0,2,0,0,0
stationed,0,0,1,0,0,0
stations,0,0,1,0,0,0
statistical,1,1,1,0,0,0
statistician-economist,0,0,1,0,0,0
statistics,4,5,2,0,0,0
status,4,3,8,0,0,0
statute,3,1,6,0,1,0
statutes,0,0,1,0,0,0
statutory,0,0,2,0,0,0
stauner',0,0,1,0,0,0
stave,1,0,0,0,0,0
stay,1,2,3,0,0,0
stayed,0,1,1,0,0,0
staying,0,0,1,0,0,0
steadfast,0,0,1,0,0,0
steadily,0,1,0,0,0,0
steady,0,0,1,0,0,0
steel,0,0,0,1,0,0
steering,0,0,1,0,0,0
steichen,0,0,1,0,0,0
steinmeier,0,0,1,0,0,0
stem,0,1,1,0,0,0
stems,0,0,1,0,0,0
stenius,0,0,1,0,0,0
step,12,6,35,0,5,0
stephen,0,0,1,0,0,0
stepped,0,0,1,0,0,0
steps,3,8,3,2,0,0
sterckx,0,0,1,0,0,0
stereotypes,0,0,1,0,0,0
stereotyping,0,1,0,0,0,0
sterilization,0,1,0,0,0,0
sterling,0,0,1,0,0,0
stew,0,0,1,0,0,0
stick,1,0,1,0,0,0
sticking,0,2,1,0,0,0
still,77,140,148,1,40,2
stimulate,0,1,0,0,0,0
stimulating,0,0,1,0,0,0
stimulus,0,3,0,0,0,0
stinging,1,0,0,0,0,0
stipulated,0,0,1,0,0,0
stipulates,1,1,0,0,0,0
stipulation,0,0,0,0,1,0
stock,0,1,3,0,0,0
stockholm,1,0,0,1,0,0
stocks,1,0,4,0,0,0
stonings,0,0,1,0,0,0
stop,7,9,10,0,1,0
stop-start,0,1,0,0,0,0
stopover,0,0,1,0,0,0
stopped,0,3,6,0,0,0
stopping,1,0,0,0,0,0
stops,1,2,0,0,0,0
storages,0,0,1,0,0,0
store,0,1,0,0,0,0
stories,0,0,1,0,0,0
storing,0,1,0,0,0,0
story,2,2,8,0,0,0
straight,1,0,1,0,0,0
straightaway,2,0,0,0,0,0
straighten,1,0,0,0,0,0
straightforward,1,0,0,0,0,0
strain,1,1,0,0,0,0
straitjacket,0,0,1,0,0,0
straitjacketed,0,1,0,0,0,0
strange,7,3,2,0,2,0
strangely,1,1,0,0,0,0
stranger,0,0,0,0,1,0
strategic,1,1,4,0,0,0
strategies,0,0,3,0,0,0
strategy,7,12,21,0,2,0
strategy',0,1,0,0,0,0
strawberry,1,0,0,0,0,0
straying,0,0,1,0,0,0
streamline,1,0,0,0,0,0
streamlined,0,0,1,0,0,0
street,1,0,2,0,0,0
strength,1,0,2,0,0,0
strengthen,1,1,3,0,0,0
strengthened,2,1,0,0,0,0
strengthened;,0,1,0,0,0,0
strengthening,0,0,1,0,0,0
strengthens,1,1,1,0,0,0
strengths,0,1,1,0,0,0
stress,5,23,8,0,5,1
stressed,0,2,0,0,0,0
stresses,1,0,1,0,1,0
stressing,0,0,1,0,0,0
stretch,1,1,0,0,0,0
stretched,0,1,0,0,0,0
strewn,0,1,0,0,0,0
strict,0,2,8,1,0,0
stricter,1,1,1,0,1,0
strictly,1,2,3,0,0,0
strides,1,0,1,0,0,0
strike,1,3,3,0,0,0
strikes,0,1,1,0,0,0
striking,2,1,1,0,0,0
stringent,1,0,3,0,0,0
strip,0,1,0,0,0,0
stripped,0,0,1,0,0,0
strive,1,3,1,0,0,0
striving,0,0,3,0,0,0
strong,7,8,21,0,1,0
stronger,1,0,4,0,1,0
strongest,0,0,1,0,0,0
strongly,2,21,11,1,4,2
struck,0,1,2,0,0,0
structural,3,4,14,2,2,0
structure,2,2,4,1,1,0
structures,1,2,2,0,0,0
struggle,1,0,3,0,2,0
struggling,0,0,2,0,0,0
stubb,0,0,1,0,0,0
stubborn,0,0,3,0,0,0
stubbornly,1,1,0,0,0,0
student,0,0,1,0,0,0
students,0,0,6,0,0,0
studied,0,0,1,0,0,0
studies,0,2,4,0,0,0
study,1,4,4,0,1,0
stunned,0,0,1,0,0,0
stunning,0,0,1,0,0,0
stupidity,0,1,1,0,0,0
sturdy,1,0,1,0,0,0
stuttgart,0,0,1,0,0,0
style,0,0,1,0,0,0
sub-optimal,0,0,1,0,0,0
sub-produced,0,0,1,0,0,0
subcontracting,0,0,1,0,0,0
subject,9,14,31,0,8,0
subject-matter,0,1,0,0,0,0
subjects,0,1,5,0,0,0
submit,1,1,3,0,0,0
submitted,0,2,2,0,0,0
submitting,0,1,1,0,0,0
subordinated,0,0,1,0,0,0
subscribe,0,0,1,0,0,1
subsequent,1,0,0,0,2,0
subsequently,2,1,0,0,0,0
subsidiarity,3,1,10,0,2,0
subsidies,1,1,4,1,0,0
subsidising,0,0,1,1,0,0
subsidize,0,0,1,0,0,0
subsidy,0,0,2,0,0,0
substance,3,8,5,0,0,0
substances,1,1,7,0,0,0
substantial,2,2,3,1,0,0
substantiating,0,1,0,0,0,0
substantive,0,0,2,0,0,0
substitute,0,0,2,1,0,0
succeed,3,8,6,0,1,0
succeeded,0,1,4,0,1,0
succeeding,0,0,1,0,0,0
succeeds,0,0,1,0,0,0
success,8,9,25,1,2,0
successes,1,0,2,0,0,0
successful,2,3,10,0,0,0
successfully,1,5,2,1,0,0
succession,0,1,0,0,0,0
successor,0,1,0,0,0,0
succumb,0,0,1,0,0,0
succumbed,0,0,1,0,0,0
such,36,40,84,4,17,1
sucrose,0,0,1,0,0,0
sudan,0,1,3,0,0,0
sudanese,0,0,1,0,0,0
sudden,0,0,1,0,0,0
suddenly,2,0,1,0,0,0
suffer,0,3,3,0,0,0
suffered,1,1,0,0,0,0
sufferers,0,0,1,0,0,0
suffering,1,0,2,0,0,0
suffers,0,2,0,0,0,0
suffice,1,1,1,0,0,0
sufficed,1,0,0,0,0,0
suffices,0,0,0,0,1,0
sufficient,1,10,8,0,0,0
sufficiently,2,2,5,0,0,0
suffieciently,0,1,0,0,0,0
suffocate,0,0,1,0,0,0
suffocatingly,0,0,1,0,0,0
sugar,1,0,1,0,0,0
suggest,7,3,4,0,1,1
suggested,1,4,1,0,1,0
suggesting,0,1,2,0,0,1
suggestion,1,0,2,0,1,0
suggestions,1,0,8,0,0,0
suggests,0,2,1,0,0,1
suitable,0,0,1,0,2,0
suited,0,1,0,0,0,0
suits,0,0,1,0,0,0
sum,2,0,1,0,0,0
summaries,0,1,0,0,0,0
summarily,0,1,0,0,0,0
summarise,0,1,0,0,0,0
summary,2,0,1,0,0,0
summed,0,0,1,0,0,0
summer,2,1,2,0,0,0
summer-time,0,1,0,0,0,0
summit,8,10,14,2,1,1
summits,2,2,0,0,0,0
sums,1,1,2,0,0,0
sun,1,0,0,0,0,0
sunday,1,1,0,0,0,0
sunnis,1,0,0,0,0,0
sunset,0,0,1,0,0,0
superficial;,1,0,0,0,0,0
superfluous,1,1,0,0,0,0
superhuman,0,0,1,0,0,0
superior,0,0,1,0,0,0
superiority,0,1,0,0,0,0
supermarket,0,1,0,0,0,0
supermarkets,0,0,1,0,0,0
superpower,0,0,1,0,0,0
supersonic,0,0,1,0,0,0
supervised,0,0,1,0,0,0
supervision,0,1,1,1,1,0
supervisor,0,0,1,0,0,0
supervisors',0,0,1,0,0,0
supervisory,0,0,6,0,0,0
supplement,0,0,1,0,0,0
supplementary,0,0,1,0,0,1
supplementation,0,0,1,0,0,0
supplemented,0,0,1,0,0,0
supplements,0,0,1,0,0,0
supplier,0,0,1,1,0,0
suppliers,0,1,0,0,0,0
supplies,0,0,1,0,0,0
supply,1,1,10,1,1,0
supplying,0,0,1,0,0,0
support,23,61,99,8,13,8
support;,0,1,0,0,0,0
supported,2,2,7,0,0,0
supporter,0,1,1,0,0,0
supporters,0,0,1,0,0,0
supporting,2,4,5,0,0,1
supportive,1,0,1,0,0,0
supports,2,1,3,0,1,0
suppose,0,1,1,0,0,0
supposed,5,0,6,0,0,0
supposedly,1,0,0,0,0,0
supposition,0,0,1,0,0,0
suppression,0,1,0,0,0,0
suppressive,0,0,1,0,0,0
supra-national,0,0,1,0,0,0
supranational,0,0,1,0,0,0
supremacy,0,1,0,1,0,0
suprises,0,0,1,0,0,0
surcharges,0,0,1,0,0,0
sure,10,13,19,0,1,0
surely,79,4,27,0,1,0
surface,0,0,1,0,0,0
surfer,0,0,1,0,0,0
surmountable,1,0,0,0,0,0
surpassed,0,0,2,0,0,0
surplus,0,0,1,0,0,0
surpluses,0,0,1,0,0,0
surprise,3,0,4,0,0,0
surprised,3,3,4,0,3,0
surprises,0,0,1,0,0,0
surprising,3,3,4,0,0,1
surprisingly,1,0,0,0,0,0
surreptitious,0,0,0,0,1,0
surround,0,0,1,0,0,0
surrounded,0,0,0,0,1,0
surrounding,1,0,0,0,0,0
surveillance,0,0,0,1,0,0
survey,1,0,1,0,1,1
survival,0,0,1,0,1,0
survive,0,1,3,0,0,0
survived,0,0,1,0,0,0
surviving,0,0,1,0,0,0
suspect,3,5,3,0,0,0
suspected,0,0,1,0,0,0
suspects,1,1,1,0,0,0
suspend,1,0,1,0,0,0
suspended,0,0,2,0,0,0
suspending,0,0,1,0,0,0
suspension,1,1,2,0,1,0
suspicion,0,0,1,0,0,0
suspicious,1,3,0,0,1,0
sustain,1,0,1,0,0,0
sustainability,0,2,4,1,0,0
sustainable,0,3,5,1,1,0
sustainable',0,0,1,0,0,0
sustainably,0,0,1,0,0,0
swallow,0,0,1,0,0,0
swallowed,0,0,1,0,0,0
swamped,0,1,0,0,0,0
sweden,0,2,6,0,0,0
swedes,0,0,1,0,1,0
swedish,0,3,4,0,0,1
sweep,0,0,1,0,0,0
sweeping,0,1,0,0,0,0
sweet,0,0,1,0,0,0
sweetener,0,1,1,0,0,0
sweeteners,0,1,0,0,0,0
sweets,0,0,1,0,0,0
swift,1,0,1,0,0,0
swiftly,1,0,2,0,0,0
swimming,1,0,0,0,0,0
swing,0,0,0,1,0,0
swiss,0,0,1,1,0,0
switch,0,0,1,0,0,0
switches,0,1,0,0,0,0
switzerland,2,0,1,0,0,0
swoboda,1,0,1,0,0,0
swordfish,0,1,0,0,0,0
swords,0,0,1,0,0,0
symbol,0,0,2,0,0,0
symbolic,1,0,0,0,0,0
symbols,0,0,1,0,0,0
symeou,0,0,1,0,0,0
sympathies,0,1,0,0,0,0
sympathise,0,1,1,0,0,0
sympathy,1,1,1,0,0,0
symptom,1,0,0,0,0,0
symptoms,0,0,2,0,0,0
synergy,0,1,1,0,0,0
synthetic,1,0,0,0,0,0
syria,0,1,2,0,0,0
syringe,0,0,1,0,0,0
system,14,17,58,2,8,1
system',0,0,1,0,0,0
system;,0,0,1,0,0,0
systematic,0,1,1,0,0,0
systematically,1,1,1,0,0,0
systems,5,10,16,0,0,0
system’,1,0,0,0,0,0
söderman,0,0,1,0,0,0
t,0,0,1,0,0,0
table,3,2,8,0,0,0
tabled,5,3,7,0,0,0
tables,0,0,2,0,0,0
tablet,0,0,1,0,0,0
tabling,1,1,0,0,0,0
tacis,1,0,1,0,0,0
tackle,2,6,4,1,0,0
tackled,2,1,1,0,0,0
tackles,1,0,0,0,0,0
tackling,1,0,2,0,0,0
tact,0,0,1,0,0,0
tactic,0,0,2,0,0,0
tactics,0,1,0,0,0,0
tailor-made,0,1,1,0,0,0
tailored,0,0,1,0,0,0
tailoring,0,0,1,0,0,0
taiwan,0,0,1,0,0,0
tajani,0,0,1,0,0,0
take,39,48,119,4,18,1
take-off,0,0,1,0,0,0
take-up,0,1,0,0,0,0
taken,16,24,41,2,8,0
taken;,0,0,1,0,0,0
takes,2,4,9,0,2,0
taking,7,10,14,1,2,0
tale,0,0,1,0,1,0
talent,1,0,0,0,0,0
taliban,1,1,0,1,0,0
talk,10,9,17,0,1,3
talked,0,0,3,1,0,0
talking,9,10,15,0,1,1
talks,0,2,5,0,1,0
tame,0,0,1,0,0,0
tamils,0,1,0,0,0,0
tampere,1,0,1,0,1,0
tan,1,0,0,0,0,0
tandem,0,0,1,0,0,0
tangible,1,1,6,1,1,0
tanker,0,0,1,0,0,0
tannock,0,0,1,0,0,0
tantamount,1,2,0,0,0,0
taoiseach,1,0,0,0,0,0
tape,0,2,2,0,0,0
taps,0,0,1,0,0,0
target,1,1,4,0,0,0
targeted,0,2,3,0,0,0
targeting,1,0,0,0,0,0
targets,2,4,6,0,0,0
tariff,0,1,1,0,0,0
tariffs,0,0,1,0,0,0
tarnished,0,1,0,0,0,0
task,5,7,24,0,2,2
tasked,0,1,0,0,0,0
tasks,1,1,3,1,0,0
taste,0,0,2,0,0,0
taught,0,1,0,0,1,0
tavares,0,0,1,0,0,0
tax,5,7,15,0,1,0
tax),0,1,0,0,0,0
taxation,1,0,5,1,0,0
taxed,0,0,1,0,0,0
taxes,2,2,0,0,1,0
taxing,1,0,1,0,0,0
taxpayer,1,0,1,0,0,0
taxpayers,2,0,0,0,0,0
taxpayers',1,0,0,0,1,0
tb,1,0,0,0,0,0
teach,1,0,0,0,0,0
teacher,1,0,0,0,0,0
teacher's,0,0,1,0,0,0
teachers,1,0,0,0,0,0
teaching,0,0,1,0,0,0
team,1,1,3,0,0,0
teams,2,0,0,0,0,0
tears,0,0,1,0,0,0
tec,0,1,0,0,0,0
technical,3,7,21,0,1,2
technical-looking,1,0,0,0,0,0
technically,2,1,2,0,1,0
techniques,1,1,1,0,0,0
technological,1,1,5,0,0,0
technologies,2,0,2,2,2,0
technology,4,4,11,0,3,1
technology',0,0,1,0,0,0
tedious,0,0,1,0,0,0
telecommunications,0,1,1,0,0,0
telecoms,0,0,0,0,1,0
telematics,0,0,1,0,0,0
telephone,0,0,2,0,0,0
telephones,0,0,1,0,0,0
telephony,0,1,2,0,0,0
television,0,4,5,0,0,0
tell,9,15,32,0,3,0
telling,3,2,1,0,0,0
tells,0,3,0,0,0,0
temelín,0,0,1,0,0,0
temperatures,1,0,0,0,0,0
temporarily,0,2,2,0,0,0
temporary,2,0,2,0,1,0
tempted,0,1,0,0,0,0
tempting,0,0,1,0,0,0
ten,0,2,3,0,1,0
ten-t,0,0,1,0,0,0
ten-year-old,0,1,0,0,0,0
tenacious,1,0,0,0,0,0
tenacity,0,0,1,0,0,0
tend,0,4,1,0,2,0
tended,1,0,0,0,0,0
tendencies,0,0,1,0,0,0
tendency,0,2,1,0,0,0
tender,0,1,1,0,0,0
tenders,0,1,0,0,0,0
tending,0,0,1,0,0,0
tends,0,0,2,0,1,0
tenor,0,0,1,0,0,0
tense,1,0,0,0,0,0
tension,0,0,1,0,0,0
tensions,1,0,2,0,0,0
tentative,1,0,0,0,0,0
term,3,13,13,1,2,1
termed,0,0,1,0,0,0
termination,0,1,0,0,0,0
terminological,0,0,1,0,0,0
terminology,0,1,0,0,0,0
terms,10,16,34,4,4,0
terms;,1,0,0,0,0,0
terrain,0,0,1,0,0,0
terrestrial,0,0,0,0,1,0
terrible,1,0,2,0,0,0
terrific,0,0,3,0,0,0
terrifying,0,0,1,0,0,0
territorial,0,0,1,0,1,0
territories,0,1,2,1,0,0
territory,1,2,2,0,0,0
terror,0,1,1,1,0,0
terrorism,2,5,17,1,3,1
terrorist,2,0,5,1,0,0
terrorists,2,1,4,0,0,0
terrorists’,0,0,1,0,0,0
tertiary,0,0,0,0,1,0
test,2,1,4,0,0,0
testify,1,0,0,0,0,0
testing,0,1,3,0,0,0
tests,1,1,6,0,3,0
text,6,14,19,1,3,0
textile,1,0,1,0,0,0
textiles,1,0,3,0,0,0
texts,4,4,6,0,1,0
thailand,0,2,0,0,0,0
than,25,26,68,0,8,0
thank,3,4,24,0,1,0
thankfully,0,1,2,0,0,0
thanking,0,0,1,0,0,0
thanks,4,2,12,1,0,0
that,759,748,1462,44,230,19
that',1,0,0,0,0,0
that;,1,0,1,0,0,0
the,1862,1908,4717,504,650,147
their,38,39,133,10,9,5
theirs,0,0,2,0,0,0
them,40,32,128,4,10,7
them;,0,0,0,0,1,0
theme,1,1,1,0,0,0
themes,0,1,1,0,0,0
themselves,6,6,19,1,0,2
then,69,27,107,13,6,1
theologians,0,0,0,1,0,0
theoretically,1,0,0,0,0,0
theoreticians,0,0,1,0,0,0
theories,0,0,1,0,0,0
theory,3,0,5,0,1,0
therapy,0,0,1,0,0,0
there,229,210,564,22,111,12
there',0,1,0,0,0,0
thereby,0,0,1,0,0,0
therefore,23,18,20,2,9,0
therein,1,1,2,0,0,0
thereof,0,1,0,0,0,0
thereon,0,1,0,0,0,0
these,111,66,198,5,26,4
these),0,0,1,0,0,0
thessaloniki,1,0,1,0,0,0
they,135,130,380,10,37,4
they're,0,0,1,0,0,0
thin,1,0,3,0,0,0
thing,25,47,66,0,8,1
thing;,1,0,1,0,0,0
things,25,11,63,2,2,0
thing’,1,0,0,0,0,0
think,57,165,139,0,42,1
thinking,3,5,9,0,1,0
thinks,1,2,2,0,1,0
third,5,7,21,0,2,1
third-country,0,0,0,0,1,0
thirdly,0,0,2,0,0,0
thirds,0,0,3,0,0,0
this,497,433,1106,22,190,6
this;,1,0,1,0,0,0
thm,0,0,0,0,1,0
thomas,0,0,1,0,0,0
thorough,0,1,1,0,0,0
thoroughgoing,0,1,0,0,0,0
thoroughly,0,1,2,0,0,0
those,31,35,89,9,9,2
though,32,99,264,2,66,2
thought,3,5,6,0,2,0
thoughts,1,0,2,0,0,0
thousands,0,6,5,0,0,0
threat,1,1,7,2,1,0
threaten,2,0,1,1,0,0
threatened,1,3,0,0,0,0
threatening,0,0,2,0,0,0
threats,1,1,1,0,0,1
three,9,11,18,0,2,0
three-year,0,0,1,0,0,0
threefold,0,0,0,0,1,0
threshold,0,2,0,0,0,0
thrive,1,0,0,0,0,0
thrives,1,0,0,0,0,0
thriving,0,0,1,0,0,0
through,14,11,38,1,2,0
throughout,7,1,12,0,0,0
throw,0,0,1,0,0,0
thrown,1,0,2,0,0,0
thursday,1,0,2,0,0,0
thus,3,1,4,2,0,0
tibet,2,0,2,0,0,0
tibetan,0,0,2,0,0,0
tibetans,0,0,1,0,0,0
tickets,0,1,0,0,0,0
tidal,0,0,2,0,0,0
tide,0,0,1,0,0,0
tie-ups,0,0,1,0,0,0
ties,1,1,0,0,0,0
tight,0,2,1,0,0,0
tightened,0,0,1,0,0,0
tightening,0,0,1,0,0,0
tighter,0,1,0,0,0,0
tile,0,0,1,0,0,0
timber,0,0,2,0,0,0
time,41,245,342,8,26,0
time-consuming,0,0,1,0,0,0
timeframe,1,1,0,0,0,0
timely,1,1,3,0,0,0
times,2,4,24,1,1,0
times;,0,1,0,0,0,0
timescale),0,1,0,0,0,0
timescales,1,0,0,0,0,0
timetable,0,0,4,0,2,1
timetables,0,1,2,0,0,0
timid,0,1,0,0,0,0
timidly,0,0,1,0,0,0
timing,0,1,1,0,0,0
timor,0,0,2,0,1,0
tindemans,0,1,0,0,0,0
tinkering,1,0,0,0,0,0
tiny,2,0,0,0,0,0
tip,0,1,0,0,0,0
tipped,0,1,0,0,0,0
tired,1,1,1,0,0,0
title,1,0,1,0,1,0
titles,0,0,1,0,0,0
titley,0,1,1,0,0,0
to,862,1227,2061,96,288,27
tobacco,1,2,4,3,0,1
tobin,0,0,1,0,0,0
today,43,36,99,0,11,1
today',0,1,1,0,0,0
today's,4,1,9,0,0,0
today’s,1,0,1,0,0,0
together,6,6,21,0,1,0
togo,1,0,0,0,0,0
token,0,2,1,0,0,0
told,5,7,7,0,2,0
tolerable,0,1,0,0,0,0
tolerance,1,0,3,0,0,0
tolerance',1,0,1,0,0,0
tolerate,1,2,0,0,0,0
tolerated,1,0,1,0,0,0
tolerates,0,2,0,0,0,0
tolerating,0,0,1,0,0,0
tombstone,0,0,0,0,1,0
tomorrow,4,5,12,0,0,0
tomorrow's,0,0,2,0,0,0
tone,2,0,2,0,1,0
tongue,0,0,1,0,0,0
tongues,0,0,1,0,0,0
tonight,0,1,3,0,1,0
tonnage,0,0,1,0,0,0
tonnes,1,2,2,0,0,0
too,29,38,95,2,11,0
too',0,0,1,0,0,0
took,1,7,2,0,2,1
tool,3,1,3,0,0,0
tools,0,1,4,0,0,0
top,1,1,2,0,0,0
topic,5,0,4,1,0,0
topical,1,0,2,0,0,0
topics,0,2,2,0,0,0
torch,0,1,0,0,0,0
torment,0,0,1,0,0,0
torn,0,0,1,0,0,0
tortuous,0,0,1,0,0,0
torture,1,0,1,0,1,0
total,4,5,5,0,3,0
totalitarian,0,0,1,0,0,0
totally,6,2,8,0,3,0
touch,1,1,2,0,0,0
touches,0,1,1,0,0,0
touching,0,0,1,0,0,0
touchstone,0,1,0,0,0,0
tough,0,1,7,0,0,0
tougher,1,0,1,0,0,0
toughness,0,0,1,0,0,0
tourism,2,3,7,0,2,0
tourist,1,1,0,0,0,0
tourists,0,0,1,0,0,0
touré's,1,0,0,0,0,0
towards,6,5,23,0,2,0
town,0,0,0,0,1,0
towns,0,0,3,0,0,0
toxic,1,0,3,0,0,0
toxicity),0,0,1,0,0,0
toys,0,1,0,0,0,0
to’,0,0,1,0,0,0
traceability,0,0,1,0,0,0
traceable,0,1,0,0,0,0
traces,0,1,0,0,0,0
track,0,1,4,0,0,0
tractor,0,0,0,1,0,0
tractors,0,0,1,0,0,0
trade,11,16,43,1,4,1
trade;,0,1,0,0,0,0
traded,0,0,1,0,0,0
traders,1,0,1,0,0,0
trading,2,1,3,0,1,0
tradition,1,2,1,0,0,0
traditional,0,1,4,0,1,0
traditionally,1,2,0,0,0,0
traditions,1,0,4,0,1,0
traffic,3,2,5,0,1,0
trafficked,0,0,0,0,1,0
traffickers,0,0,2,0,0,0
trafficking,2,1,3,0,1,0
tragedies,0,0,1,0,0,0
tragedy,0,1,3,0,1,0
tragic,2,2,2,0,0,0
trail,1,0,0,0,0,0
trained,0,1,1,0,0,0
training,3,2,5,3,1,0
